Word,Meaning
reversal,kthim prapa
reverse,"kundërshtoj, kthej, ndryshoj"
reversed,"ndryshuar, përmbysur, kthyer mbrapsht"
reverses,"kthen, kundërshton, mund"
reversible,///
reversing,///
reversion,///
reverso,///
revert,kthej
reverted,kthyer
reverti,///
review,"rishikoj, rishikim"
reviewed,rishikuar
reviewest,///
reviewing,///
reviews,"raportet, rishikimet"
revile,///
reviled,"dënuar, abuzuar"
revise,"rishikoj, ndryshoj, modifikoj, përmirësoj, rishikim, ndryshim"
revised,i rishikuar
revising,"duke rishikuar, duke përmirësuar"
revisions,///
revisit,///
revitalize,rigjallëroj
revival,rigjallëroj
revive,rigjallëroj
revived,rigjallëruar
revives,///
reviveth,///
reviving,duke rigjallëruar
revoke,///
revoked,///
revokement,///
revolt,///
revolted,///
revolting,///
revolts,///
revolution,"revolucion, përmbysje"
revolutionized,///
revolutions,///
revolve,///
revolved,"menduar, rrotulluar"
revolves,///
revolving,duke rrotulluar
reward,çmim
rewarded,"paguar, shpërblyer, kompesuar"
rewarder,///
rewarding,///
rewards,"çmime, kompensime, paguan, kompenson"
reworded,///
rewords,"perifrazon, thotë me fjalë të tjera"
rewrite,f. rishkruaj
rewrote,rishkruar
rex,///
reynaldo,///
rf,///
rffn,///
rfn,///
rhapsodically,///
rhapsodistic,///
rhapsody,///
rheims,///
rheini,///
rhenish,///
rhesus,///
rhetoric,"retorika, fjalët"
rhetoricians,///
rheum,///
rheumatic,///
rheums,///
rheumy,///
rhine,///
rhinoceros,///
rhodes,///
rhodope,///
rhs,///
rhubarb,///
rhyme,///
rhymed,///
rhymers,///
rhymes,///
rhyming,///
rhythm,///
rhythms,///
rialto,///
rib,///
ribald,///
riband,///
ribands,///
ribaudred,///
ribb,///
ribbed,///
ribbon,///
ribbons,rypa
ribs,///
rice,///
rich,i pasur
richard,///
richer,///
riches,pasuri
richest,më i pasur
richly,///
richmond,///
richmonds,///
richness,e. pasuri
rid,"liroj, pastroj"
riddance,///
ridden,///
ridding,duke pastruar
riddle,puzzle
riddles,///
riddling,///
ride,///
rider,///
riders,///
rides,udhëton
ridest,///
rideth,///
ridge,kreshtë
ridges,///
ridicule,"qeshje, qesh"
ridiculed,përqeshur
ridicules,"qesh, përqesh"
ridiculous,"qesharake, absurde"
ridiculously,///
riding,duke udhëtuar
rids,///
rien,///
rife,"i shpërndarë, me shumicë, me bollëk"
rifle,pushkë
rifled,///
rift,"ndarje, çarje"
rifted,///
rifts,ndan
rig,"mbulesë, pajisje, falsifikoj"
rigg,///
rigging,"fallsifikuar, manipuluar"
riggish,///
right,"1. djathtas, 2. i/e drejtë"
righteous,i drejtë
righteously,///
rightful,"i drejtë, i ligjshëm"
rightfully,///
rightly,në mënyrë të drejtë
rights,të drejtat
rightsa,///
rigid,i ashpër
rigidities,"fortësitë, pandryshueshmëritë"
rigmarole,///
rigol,///
rigor,ashpërsi
rigorous,rigoroz
rigorously,///
rigour,///
rim,"zbukurim, mbulesë anësore"
rime,rimë
rims,"zbukurim, mbulesë anësore"
rinaldo,///
rind,///
ring,"1. unazë, 2. telefonatë, thirrje"
ringing,"duke i rënë ziles, duke trokitur"
ringleader,///
ringlets,///
rings,rrethet
ringwood,///
rinkrank,///
rinse,///
rinsing,///
riot,çrregullime violente
rioter,///
rioting,///
riotous,///
riots,çrregullime publike
rip,///
ripe,"pjekur, zhvilluar plotësisht"
ripely,///
ripen,///
ripened,///
ripeness,///
ripening,///
ripens,///
riper,///
ripest,///
riping,///
ripp,///
ripped,"grisur, prishur"
ripping,///
rippled,///
rippling,///
riprap,pengesë me gurë
ript,///
rise,ngrihem
risen,///
riser,ngritës
rises,ngrihet
riseth,///
rising,duke ngritur
risk,"rrezik, rrezikoj"
risked,rrezikuar
risks,rreziqet
risky,me rrezik
ritchie,///
rite,///
rites,///
ritual,ceremoni
rivage,///
rival,"rival, konkurues"
rivality,///
rivall,///
rivalled,rivalizuar
rivalry,"konkurencë, garë"
rivals,kundërshtarët
rive,///
rived,///
rivelled,///
river,///
rivers,///
riverside,bregu i lumit
rivet,///
riveted,///
rivets,///
rivo,///
rlakin,///
rname,///
road,rrugë
roadblock,postbllok
roadblocks,barrikadat
roads,///
roadside,"anë rruge, trotuar"
roam,///
roamed,///
roaming,///
roams,///
roan,///
roar,"ulërij, ulëritje"
roared,///
roarers,///
roaring,///
roars,///
roast,///
roasted,///
roasting,///
rob,///
roba,///
robas,///
robb,///
robbed,///
robber,///
robbers,hajdutët
robbery,"vjedhje, robëri"
robbing,///
robe,///
robed,///
robert,///
robes,"veshje, veshje karakteristike arabe"
robin,///
robinson,///
robs,///
robust,/i/e fortë
robustious,///
rochester,///
rochford,///
rock,gurë
rocked,goditur
rocket,raketë
rocketed,ngritur lart
rockets,raketat
rockhouse,///
rocking,///
rocks,gurët
rocky,shkëmbor
rod,shkop
rode,udhëtuar
roderigo,///
rods,shufra
roe,///
roebuck,///
roes,///
roger,///
rogero,///
rogue,skandaloz
roguery,///
rogues,///
roguing,///
roguish,///
roi,///
roistering,///
roisting,///
roland,///
role,rol
roll,1. cilindër; list 2. rrotulloj
rollback,tërheqje
rolled,"rrutulluar, përmbysur"
roller,///
rolling,"duke u rrutulluar, duke avancuar"
rolls,///
romage,///
roman,///
romance,///
romano,///
romanos,///
romans,///
romantically,në mënyrë romantike
rome,Romë
romeo,///
romish,///
ronald,///
rondure,///
ronvon,///
ronyon,///
rood,///
roof,çati
roofs,çatitë
rook,///
rookie,fillestar
rooks,///
rooky,///
room,dhomë
roomed,///
rooms,dhomat
roost,///
root,///
root out,f. çrrënjos; shkul me rrënjë
rooted,rrënjosur
rootedly,///
rooteth,///
rooting,///
roots,rrënjët
rope,litar
ropemaker,///
ropery,///
ropes,///
roping,///
rosalind,///
rosalinda,///
rosaline,///
roscius,///
rose,"1. trëndafil, 2. ngritur"
rosed,///
rosemary,///
rosencrantz,///
roses,trëndafilat
ross,///
rosy,i gëzuar
rot,///
rotate,rrotulloj
rotated,///
rotating,duke rrotulluar
rotation,rrotullim
rote,///
roteron,///
rother,///
rotherham,///
rotted,///
rotten,prishur
rottenness,///
rotting,duke u prishur
rotulorum,///
rotundity,///
rouen,///
rougemont,///
rough,"i/e ashpër, i/e papërpunuar"
rougher,///
roughest,///
roughly,adv. përafërsisht
roughness,///
round,rreth
rounddistance,///
rounded,///
roundel,///
rounder,///
roundest,///
rounding,duke rrumbullakosur
roundly,///
roundness,rrumbullakësi
rounds,"takime, cikle, rrumbullakos"
roundtable,"tavolinë e rrumbullakët, bisedime shumëpalëshe"
roundure,///
rouse,///
roused,///
rouseth,///
rousillon,///
roussi,///
rout,"1. mund, pushtoj, 2. konfuzion"
route,rrugë
routed,///
routes,rrugët
routine,"rutinë, zakon, praktikë"
routinely,"në mënyrë të zakonshme, shpesh"
routines,///
routing,duke dërguar
routs,///
rove,///
roved,///
rover,///
row,radhë
rowed,///
rowel,///
rowing,///
rowland,///
rowlands,///
rows,radhë
roy,///
royal,mbretëror
royalize,///
royally,///
royalties,///
royalty,///
roynish,///
rt,///
rtype,///
rub,///
rubb,///
rubbed,///
rubbing,///
rubbish,"plehra, budallallëk"
rubble,e. copë guri; gërmadhë
rubied,///
rubies,///
rubious,///
rubs,///
ruby,///
rudder,///
ruddiness,///
ruddock,///
ruddy,///
rude,///
rudeliest,///
rudely,adf. në mënyrë të paedukuar\vulgare
rudeness,e. vulgaritet; egërsi
ruder,///
rudesby,///
rudest,///
rudiment,e. rudiment; elementë primar; themelor; origjinë
rudimental,mb. rudimental; elementar
rudimentary,adj. themelor; elementar; i paformuar; i pazhvilluar
rudiments,///
rue,///
rued,///
rueful,adj. i trishtuar; i dëshpëruar
ruefully,adv. në mënyrë të trishtuar
ruefulness,e. dhimbje; malinkoni
ruff,///
ruffian,///
ruffians,///
ruffle,///
ruffled,///
ruffling,///
ruffs,///
rug,///
rugby,futboll europian
rugged,adj. i ashpër; malor;
rugs,///
ruin,"shkatërroj, prish, shkatërrim, prishje"
ruinate,///
ruined,///
ruiner,e. shkatërrues
ruining,///
ruinous,mb. shkatërrues
ruinously,adv. në mënyrë shkatërruese
ruins,shkatëron
rulable,mb. i qeverisshëm; i komandueshëm
rule,"sundoj, vendos"
rule of thumb,parim drejtues
ruled,sunduar
ruleless,mb. i paqeverisshëm; i pakomandueshëm; i pakontrollueshëm
ruler,sundues
rulers,sunduesat
rulership,e. qeverisje; sovranitet; autoritet; sundim; dominim
rules,1. sundon; 2. rregullat
ruling,sundim; drejtim; qeverisje
rulings,"sundimet, verdiktet"
rum,rum
rumble,zhurmë
rumbled,"bërë zhurmë, zbuluar"
rumbles,bën zhurmë
ruminat,mendimtar
ruminate,mendoj
ruminated,menduar
ruminates,mendon
rumination,mendim
rumor,n. zë; zhurmë; f. shperndaj fjalë
rumored,bërë zhurmë
rumors,zhurmat
rumour,zhurmë
rumours,zëra; thashetheme
rump,kalim; fund rruge
run,"1. vrapoj, 2. drejtoj"
runaway,vrapues; desertor
runaways,vrapuesat; desertorët
rung,telefonova
runner,vrapues
runners,vrapuesat
running,"duke vrapuar, duke drejtuar"
runny,rrjedhëse
runoff,rrjedh në sasi të madhe
runs,vrapon
runtime,koha e aktivizimit
rupture,thyerje
ruptures,thyerjet
rural,mb. fshatare
ruse,trik; lojë
rush,nxitim
rushed,nxituar
rushes,nxiton
rushing,duke nxituar
rushy,///
russet,kuqëremtë
russia,Rusia
russian,rus
russians,rusët
rust,ndryshk
rusted,ndryshkur
rustic,fshatar
rustically,fshatareske
rustics,fshatarët
rustle,pëshpëris
rustled,pëshpëritur
rustling,duke pëshpëritur
rustlings,///
rusts,ndryshket
rusty,i/e ndrzshkur
rut,zakon; joshje
ruth,keqardhje
ruthless,pakeqardhje; pamëshirë
ruthlessly,në mënyrë të pamëshirshme
ruthlessness,"mizori, mungesë mëshire"
ruttish,në nxehje
s,shkronjë e alfabetit anglez
saber,shpatë
sabotage,sabotim
sabre,shpatë
sabres,shpatat
sacerdotal,priftëror
sack,thes
sacked,"prishur, robëruar"
sacking,"1. duke pushuar nga puna, 2. thes, duke paketuar"
sacrament,ceremoni
sacred,shënjtor
sacredness,shënjtërim
sacrifice,sakrificë
sacrificed,sakrifikuar
sacrificers,sakrifikuesat
sacrifices,sakrifikon
sacrificial,sakrifikues
sacrificing,duke sakrifikuar
sacrilegious,///
sacring,///
sad,i mërzitur
saddened,"mërzitur, dëshpëruar"
sadder,///
saddest,///
saddle,"e. samar, shalë, f. kontrolloj"
saddled,///
saddler,///
saddles,///
sadistic,sadist
sadly,me keqardhje
sadness,///
safe,"1. i sigurtë, i mbrojtur 2. kasafortë"
safearray,///
safearrays,///
safed,///
safeguard,mbroj
safeguarding,duke mbrojtur
safely,në mënyrë të sigurtë
safer,siguri
safest,më i sigurtë
safeties,///
safety,siguri
saffron,///
sag,///
sagacious,///
sagacity,///
sage,///
sages,///
sagittary,///
said,tha
saidst,///
sail,///
sailed,///
sailing,duke lundruar
sailmaker,///
sailor,///
sailors,marinarët
sails,"lundron, velat"
sain,///
saint,shënjtor
sainted,///
sainthood,shënjtëri
saints,///
saith,///
sake,///
sakes,///
sala,///
salad,sallatë
salads,///
salamander,///
salanio,///
salaries,pagat
salarino,///
salary,///
sale,shitje
saleamount,///
saleamt,///
salerio,///
sales,shitjet
salesman,shitës
salestaxrate,///
salicam,///
salique,///
salisbury,///
saliva,pështymë
sall,///
sallet,///
sallets,///
sallied,///
sallies,///
sallow,///
sally,///
salmon,///
salmons,///
salt,///
salted,///
salter,///
saltiers,///
saltness,///
salts,///
saltus,///
salutary,///
salutation,///
salutations,///
salute,përshëndetje
saluted,///
salutes,përshëndetjet
saluteth,///
saluting,duke përshëndetur
salvage,"shpëtim, shpëtoj"
salvageable,e shpëtueshme
salvation,///
salve,"ballsam, pomadë, ilaç"
salved,///
salves,///
salving,///
salvo,"shkarkim, goditje"
salvos,"goditje, të shtëna"
same,i/e njëjtë
sameness,///
samingo,///
sammer,1. verë; 2. kaloj verën
samphire,///
sample,shëmbull
sampler,///
samples,shëmbujt
sampson,///
samson,///
samsons,///
sancta,///
sanctification,///
sanctified,///
sanctifies,///
sanctify,///
sanctimonies,///
sanctimonious,///
sanctimony,///
sanction,e. sanksion; dënim; pengesë
sanctioned,"lejuar, autorizuar, mbështetur"
sanctities,///
sanctity,///
sanctuarize,///
sanctuary,vend i shenjtë
sand,///
sandal,///
sanded,///
sands,///
sandstorm,stuhi rëre
sandy,///
sane,shëndoshë (mendje e shëndoshë)
sang,///
sanguine,///
sanguis,///
sanitation,"pastrim, higjenizim"
sanity,///
sank,"zhytur, futur"
sanna,///
sans,///
santrailles,///
sap,"shkatërroj, dobësoj, minoj, njom"
sapient,///
sapio,///
sapit,///
sapless,///
sapling,///
sapphire,///
sapphires,///
sappy,///
saracens,///
saragossa,///
sarcasm,///
sarcastic,///
sarcenet,///
sardians,///
sardinia,///
sardis,///
sarea,///
sargeant,///
sarong,sarong (veshje kombetare në Malajzi)
sarray,///
sarum,///
sat,ulur
satan,///
satchel,///
sate,///
sated,///
satellite,satelitë
satiate,"kënaq, plotësoj"
satiety,///
satin,///
satirae,///
satire,///
satirical,"ironik, satirik"
satis,///
satisfaction,kënaqësi
satisfactorily,///
satisfactory,"i kënaqshëm, i pranueshëm"
satisfied,"plotësuar, kënaqur"
satisfies,///
satisfy,"kënaq, plotësoj"
satisfying,duke kënaqur
satisy,///
saturday,e shtunë
saturdays,///
saturn,///
saturnine,///
saturninus,///
satyr,///
satyrs,///
sauce,salcë
sauced,///
saucepan,///
saucer,///
saucers,///
sauces,///
saucily,///
sauciness,///
saucy,///
sauf,///
saunder,///
sausage,///
sausages,///
savage,///
savagely,///
savageness,///
savagery,///
savages,njerëz të pacivilizuar
save,shpëtoj
saveas,///
savecomplete,///
saved,shpëtuar
saver,"ruajtës, shpëtues"
saves,"shpëton, shpëtimet, ruajtjet"
saving,///
savings,kursimet
savior,///
saviour,///
savor,///
savoring,duke shijuar
savour,///
savoured,"testuar, nuhatur, shijuar"
savouring,///
savours,"test, nuhat"
savoury,///
savoy,///
saw,"pashë, shoh"
sawed,///
sawest,///
sawn,///
sawpit,///
saws,///
sawyer,///
saxons,///
saxony,///
saxton,///
say,"them, flas"
sayest,///
saying,e. thënie; proverb
sayings,"thëniet, proverbat"
says,tha
sayst,///
sblood,///
scab,///
scabbard,///
scabby,///
scabs,///
scaffold,///
scaffoldage,///
scald,///
scalded,///
scalding,///
scalds,///
scale,shkallë
scaled,///
scaleentity,///
scalefactor,///
scalenum,///
scales,///
scaling,duke zbritur
scall,///
scalp,///
scalps,///
scaly,///
scam,mashtrim
scamble,///
scambling,///
scamel,///
scamels,///
scan,///
scandal,skandal
scandalized,///
scandalous,skandaloz
scandals,skandalet
scann,///
scanned,///
scanning,///
scansion,///
scant,i rallë
scanted,///
scanter,///
scanting,///
scantling,///
scantly,///
scants,///
scanty,///
scape,///
scaped,///
scapegraces,///
scapes,///
scapeth,///
scar,///
scarce,mungesë
scarcely,///
scarcity,///
scare,"frikë, frikësoj"
scarecrow,///
scarecrows,///
scared,i frikësuar
scares,"trëmb, frikson"
scarf,///
scarfed,///
scarfs,///
scaring,///
scarlet,///
scarr,///
scarre,///
scarred,///
scars,///
scarum,///
scarus,///
scath,///
scathe,///
scathful,///
scathing,"duke sulmuar, duke vënë në lojë"
scatter,///
scattered,shpërndarë
scattering,duke shpërndarë
scatters,///
scauld,///
scelera,///
scelerisque,///
scenario,skenar
scenarios,skenaret
scene,skenë
scenes,skenat
scent,///
scented,///
scents,///
scepter,///
scepters,///
sceptic,///
sceptical,skeptik
scepticism,"skepticism, dyshim, hezitim"
sceptics,skeptikët
sceptre,///
sceptred,///
sceptres,///
schedule,skedul
scheduled,planifikuar
schedules,///
schema,///
schemata,///
schematism,///
scheme,skemë
schemes,///
schism,ndarje
schlauraffen,///
scholar,///
scholarly,///
scholars,shkollarët
scholastic,skolastik
scholastically,///
school,shkollë
schoolboy,///
schoolboys,///
schooled,///
schoolfellows,///
schooling,"mësim, edukim"
schoolman,///
schoolmaster,///
schoolmasters,///
schoolmen,///
schools,shkollat
schroeder,///
schulz,///
sciatica,///
sciaticas,///
science,shkencë
sciences,shkencat
scientific,shkencor
scientifically,në mënyrë shkencore
scientist,shkencëtar
scientists,shkencëtarët
scimitar,///
scion,///
scions,///
scipionem,///
scire,///
scissors,///
scoff,///
scoffer,///
scoffing,///
scoffs,///
scold,///
scolded,///
scolding,///
scolds,///
sconce,///
scone,///
scope,hapësirë. zonë
scoped,///
scoping,///
scorch,///
scorched,///
score,rezultat
scored,///
scores,"1. rezultatet, 2. fiton, shënon"
scoring,///
scorn,///
scorned,///
scornful,///
scornfully,///
scorning,///
scorns,///
scorpion,///
scorpions,///
scorzonera,///
scot,///
scotch,///
scotched,///
scotches,///
scotland,///
scots,///
scottish,///
scoundrel,///
scoundrels,///
scour,f. kërkoj;
scoured,kërkuar
scourge,///
scourged,///
scouring,"duke fshirë, pastruar"
scout,///
scouting,///
scouts,///
scowl,///
scowling,///
scowls,///
scramble,luftoj; zvarritem
scrambled,përzier
scrambling,///
scrap,"1. pjecë, copë, mbeturinë 2. hedh poshtë, zihem"
scrape,"gërryej, pengoj"
scraped,///
scraping,///
scraps,///
scratch,///
scratched,///
scratches,///
scratching,///
scream,"ulërima, britma, ulërij, bërtas"
screamed,///
screaming,"duke bërtitur, duke qarë"
screams,"bërtitje, thërret"
screbnick,///
screech,///
screeching,///
screen,ekran
screened,"filtruar, mbuluar me perde"
screenmenu,///
screens,///
screw,///
screwed,///
screws,///
scribbled,///
scribe,///
scribes,///
scrimer,///
scrimers,///
scrip,///
scrippage,///
script,shkrim
scriptfile,///
scripting,///
scripts,///
scriptum,///
scripture,///
scriptures,///
scrivener,///
scro,///
scroll,///
scrolls,///
scrooge,///
scroop,///
scrowl,///
scroyle,///
scroyles,///
scrub,"pengoj,"
scrubbed,"penguar, pastruar"
scrubs,"pengesat, pengon"
scruple,///
scruples,///
scrupulous,skrupuloz
scrutinise,///
scrutinous,///
scrutiny,inspektim
scuds,///
scuffle,"1. grindje, zënie 2. grindem, zihem"
scuffles,///
scuffling,///
scull,///
scullery,///
scullion,///
scullions,///
sculls,///
sculpt,gdhënd
sculptor,///
sculpture,///
scum,///
scuppered,masakruar
scurril,///
scurrility,///
scurrilous,///
scurvy,///
